plot_id;PM_LEAF_PC;bbch_stage;observation_date
10A;1;BBCH 77;25/06/2024
10A;0;BBCH 77;25/06/2024
10A;0;BBCH 77;25/06/2024
10A;5;BBCH 77;25/06/2024
10A;10;BBCH 77;25/06/2024
10A;2;BBCH 77;25/06/2024
10A;0;BBCH 77;25/06/2024
10A;2;BBCH 77;25/06/2024
10A;0;BBCH 77;25/06/2024
10A;5;BBCH 77;25/06/2024
10A;10;BBCH 77;25/06/2024
10A;0;BBCH 77;25/06/2024
10A;2;BBCH 77;25/06/2024
10A;0;BBCH 77;25/06/2024
10A;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;1;BBCH 77;25/06/2024
10B;5;BBCH 77;25/06/2024
10B;10;BBCH 77;25/06/2024
10B;5;BBCH 77;25/06/2024
10B;2;BBCH 77;25/06/2024
10B;10;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;2;BBCH 77;25/06/2024
10B;2;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;5;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;5;BBCH 77;25/06/2024
10B;5;BBCH 77;25/06/2024
10B;10;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;10;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;5;BBCH 77;25/06/2024
10B;2;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;5;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;5;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;10;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;2;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;2;BBCH 77;25/06/2024
10B;5;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;5;BBCH 77;25/06/2024
10B;10;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;1;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;2;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;5;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;2;BBCH 77;25/06/2024
10B;10;BBCH 77;25/06/2024
10B;10;BBCH 77;25/06/2024
10B;5;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;5;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;10;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10B;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;2;BBCH 77;25/06/2024
10C;5;BBCH 77;25/06/2024
10C;10;BBCH 77;25/06/2024
10C;5;BBCH 77;25/06/2024
10C;5;BBCH 77;25/06/2024
10C;5;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;5;BBCH 77;25/06/2024
10C;5;BBCH 77;25/06/2024
10C;10;BBCH 77;25/06/2024
10C;2;BBCH 77;25/06/2024
10C;5;BBCH 77;25/06/2024
10C;10;BBCH 77;25/06/2024
10C;5;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;20;BBCH 77;25/06/2024
10C;10;BBCH 77;25/06/2024
10C;20;BBCH 77;25/06/2024
10C;5;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;2;BBCH 77;25/06/2024
10C;5;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;10;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;10;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;5;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;5;BBCH 77;25/06/2024
10C;5;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;5;BBCH 77;25/06/2024
10C;10;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;10;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;5;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;10;BBCH 77;25/06/2024
10C;5;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;10;BBCH 77;25/06/2024
10C;5;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;1;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;5;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;20;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;5;BBCH 77;25/06/2024
10C;10;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;10;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10C;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;1;BBCH 77;25/06/2024
10D;10;BBCH 77;25/06/2024
10D;10;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;2;BBCH 77;25/06/2024
10D;5;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;40;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;10;BBCH 77;25/06/2024
10D;5;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;20;BBCH 77;25/06/2024
10D;1;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;5;BBCH 77;25/06/2024
10D;10;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;5;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;5;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;5;BBCH 77;25/06/2024
10D;20;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;10;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;5;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;5;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;5;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;20;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;5;BBCH 77;25/06/2024
10D;5;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;20;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;5;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;5;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;40;BBCH 77;25/06/2024
10D;10;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;5;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;5;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;10;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;5;BBCH 77;25/06/2024
10D;5;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
10D;0;BBCH 77;25/06/2024
1A;5;BBCH 77;25/06/2024
1A;40;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;5;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;30;BBCH 77;25/06/2024
1A;10;BBCH 77;25/06/2024
1A;20;BBCH 77;25/06/2024
1A;30;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;2;BBCH 77;25/06/2024
1A;1;BBCH 77;25/06/2024
1A;10;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;2;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;5;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;20;BBCH 77;25/06/2024
1A;2;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;2;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;10;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;10;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;1;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;2;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;1;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;5;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;1;BBCH 77;25/06/2024
1A;5;BBCH 77;25/06/2024
1A;5;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;5;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;20;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;2;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;2;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;10;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;20;BBCH 77;25/06/2024
1A;5;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;20;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;10;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;10;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;0;BBCH 77;25/06/2024
1A;2;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;5;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;10;BBCH 77;25/06/2024
1B;20;BBCH 77;25/06/2024
1B;10;BBCH 77;25/06/2024
1B;20;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;5;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;5;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;10;BBCH 77;25/06/2024
1B;5;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;10;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;10;BBCH 77;25/06/2024
1B;2;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;10;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;5;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;5;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;5;BBCH 77;25/06/2024
1B;5;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;20;BBCH 77;25/06/2024
1B;5;BBCH 77;25/06/2024
1B;5;BBCH 77;25/06/2024
1B;5;BBCH 77;25/06/2024
1B;5;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;1;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;5;BBCH 77;25/06/2024
1B;5;BBCH 77;25/06/2024
1B;10;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;5;BBCH 77;25/06/2024
1B;5;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;1;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;5;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;2;BBCH 77;25/06/2024
1B;0;BBCH 77;25/06/2024
1B;10;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;5;BBCH 77;25/06/2024
1C;5;BBCH 77;25/06/2024
1C;5;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;5;BBCH 77;25/06/2024
1C;20;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;10;BBCH 77;25/06/2024
1C;10;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;1;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;10;BBCH 77;25/06/2024
1C;10;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;20;BBCH 77;25/06/2024
1C;2;BBCH 77;25/06/2024
1C;10;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;20;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;10;BBCH 77;25/06/2024
1C;5;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;5;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;10;BBCH 77;25/06/2024
1C;20;BBCH 77;25/06/2024
1C;10;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;20;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;10;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;20;BBCH 77;25/06/2024
1C;5;BBCH 77;25/06/2024
1C;20;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;5;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;5;BBCH 77;25/06/2024
1C;10;BBCH 77;25/06/2024
1C;20;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;30;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;10;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;5;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;20;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;20;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;0;BBCH 77;25/06/2024
1C;10;BBCH 77;25/06/2024
1C;10;BBCH 77;25/06/2024
1C;5;BBCH 77;25/06/2024
1C;5;BBCH 77;25/06/2024
1D;0;BBCH 77;25/06/2024
1D;0;BBCH 77;25/06/2024
1D;5;BBCH 77;25/06/2024
1D;0;BBCH 77;25/06/2024
1D;0;BBCH 77;25/06/2024
1D;10;BBCH 77;25/06/2024
1D;0;BBCH 77;25/06/2024
1D;0;BBCH 77;25/06/2024
1D;5;BBCH 77;25/06/2024
1D;0;BBCH 77;25/06/2024
1D;0;BBCH 77;25/06/2024
1D;0;BBCH 77;25/06/2024
1D;0;BBCH 77;25/06/2024
1D;0;BBCH 77;25/06/2024
1D;0;BBCH 77;25/06/2024
1D;0;BBCH 77;25/06/2024
1D;10;BBCH 77;25/06/2024
1D;1;BBCH 77;25/06/2024
1D;5;BBCH 77;25/06/2024
1D;20;BBCH 77;25/06/2024
1D;0;BBCH 77;25/06/2024
1D;10;BBCH 77;25/06/2024
1D;5;BBCH 77;25/06/2024
1D;10;BBCH 77;25/06/2024
1D;0;BBCH 77;25/06/2024
1D;0;BBCH 77;25/06/2024
1D;5;BBCH 77;25/06/2024
1D;0;BBCH 77;25/06/2024
1D;0;BBCH 77;25/06/2024
1D;0;BBCH 77;25/06/2024
1D;0;BBCH 77;25/06/2024
1D;0;BBCH 77;25/06/2024
1D;5;BBCH 77;25/06/2024
